code,name,detail,market,collateral
JACK,ジャック　イン　ザ　ボックス,米国のファストフードチェーン店,NASDAQ,○
JAZZ,ジャズ　ファーマシューティカルズ,革新的治療薬を開発するアイルランドの医薬品会社,NASDAQ,○
JBHT,Ｊ．Ｂ．　ハント　トランスポート　サービシズ,米国の陸上輸送・物流サービス持株会社,NASDAQ,○
JBL,ジェイビル,電子機器製造・製品管理サービスを提供する米国の会社,NYSE,○
JCI,ジョンソン　コントロールズ　インターナショナル,アイルランドの建物関連製品・システムメーカー,NYSE,○
JEF,ジェフリーズ・ファイナンシャル・グループ,投資銀行業務を行う米国の金融サービス会社,NYSE,○
JELD,ジェルド－ウェン　ホールディング,ドア・窓・関連建築製品の製造・販売を行う米国の会社,NYSE,
JHG,ジャナス　ヘンダーソン　グループ,英国の独立系資産運用会社,NYSE,○
JHX,ジェームス　ハーディー　インダストリーズ,アイルランドのファイバーセメント建材メーカー,NYSE,○
JJSF,Ｊ＆Ｊ　スナック　フーズ,米国のスナック食品メーカー,NASDAQ,○
JKHY,ジャック　ヘンリー　アンド　アソシエーツ,金融テクノロジーソリューションを提供する米国の会社,NASDAQ,○
JLL,ジョーンズ　ラング　ラサール,米国の商業用不動産サービスおよび投資運用会社,NYSE,○
JNJ,ジョンソン　＆　ジョンソン,米国の医薬品・医療機器メーカー,NYSE,○
JOE,セントジョー,不動産開発・資産管理等を営む米国の不動産会社,NYSE,○
JPM,ＪＰモルガン　チェース,金融サービスを提供する米国の持株会社,NYSE,○
JRSH,ジェラシュ　ホールディングス　（ＵＳ）,スポーツウェアを主流とする米国の衣料品メーカー,NASDAQ,
JRVR,ジェームズ　リバー　グループ　ホールディングス,専門保険会社を所有・運営する米国の保険持株会社,NASDAQ,○
JXN,ジャクソン　フィナンシャル,米国の金融サービス会社,NYSE,○
JYNT,ジョイント,カイロプラクティック診療所を運営する米国の会社,NASDAQ,○
KALU,カイザー　アルミニウム,特殊アルミニウム半製品を製造・販売する米国の会社,NASDAQ,○
OPLN,オープンレーン,米国の中古車デジタル卸売マーケットプレイス運営会社,NYSE,○
KBH,ＫＢ　ホーム,米国の住宅建設会社,NYSE,○
KBR,ＫＢＲ,米国のITサービス会社,NYSE,○
KD,キンドリル　ホールディングス,ITインフラサービスを提供する米国の会社,NYSE,○
KDP,キューリグ・ドクターペッパー,米国の清涼飲料メーカー,NASDAQ,○
KE,キンボール　エレクトロニクス,電子機器製造・受託製造サービスを提供する米国の会社,NASDAQ,○
KEX,カービー,米国内でバージ輸送を行う海運会社,NYSE,○
KEY,キーコープ,米国の銀行系金融サービス持株会社,NYSE,○
KEYS,キーサイト　テクノロジー,米国の電子計測機器メーカー,NYSE,○
KFRC,Ｋフォース,専門スキルを有した人材を派遣する米国の会社,NYSE,○
KFS,キングスウェイ　ファイナンシャル　サービシズ,延長保証とビジネスサービス子会社を持つ米国の持株会社,NYSE,○
KHC,クラフト　ハインツ,米国の食品・飲料メーカー,NASDAQ,○
KIDS,オーソピディアトリックス,米国の医療機器メーカー,NASDAQ,○
KLAC,ＫＬＡ,米国のプロセスコントロールシステムサプライヤー,NASDAQ,○
KLIC,キューリッキ　アンド　ソファ　インダストリーズ,シンガポールの半導体・電子機器組立ソリューション会社,NASDAQ,○
KLRS,カラリス　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
KMB,キンバリー－クラーク,米国のティッシュ製品・衛生用品メーカー,NASDAQ,○
KMI,キンダー　モルガン,米国のエネルギーインフラストラクチャ会社,NYSE,○
KMPR,ケンパー,米国の保険持株会社,NYSE,○
KMT,ケナメタル,金属加工製品などを扱う米国のメーカー,NYSE,○
KMX,カーマックス,米国の中古車小売業者,NYSE,○
KNF,ナイフ　リバー,米国の建設資材・建設請負事業会社,NYSE,○
KNX,ナイト－スイフト　トランスポーテーション　ホールディングス,米国の貨物輸送会社,NYSE,○
KO,コカ　コーラ,米国の総合飲料会社,NYSE,○
KOD,コディアック　サイエンシズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
KOP,コパーズ　ホールディングス,米国の木材処理製品・炭素化合物メーカー,NYSE,○
KOS,コスモス　エナジー,米国の石油・ガスの探鉱・生産会社,NYSE,
KR,クローガー,スーパーマーケットを運営する米国の会社,NYSE,○
KRNT,コーニット　デジタル,デジタルプリント機械を扱うイスラエルのメーカー,NASDAQ,○
KROS,ケロス　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
KRUS,くら寿司　ＵＳＡ,米国の回転寿司レストラン運営会社,NASDAQ,○
KRYS,クリスタル　バイオテック,米国のバイオ医薬品会社,NASDAQ,○
KSS,コールズ,百貨店チェーンを運営する米国の会社,NYSE,○
KTB,コントゥール　ブランズ,米国のアパレルメーカー,NYSE,○
KXIN,カイシン　ホールディングス,中国のAI主導のテクノロジー企業,NASDAQ,
KYMR,キメラ　セラピューティクス,米国の臨床段階のバイオテクノロジー会社,NASDAQ,○
KZR,ケザー　ライフ　サイエンシズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
L,ロウズ,商業用損害保険等を手掛ける米国の多角経営持株会社,NYSE,○
LAC,リチウム　アメリカズ,カナダの資源・素材会社,NYSE,○
LAD,リチア　モーターズ,米国の自動車小売業者,NYSE,○
LAR,リチウム　アルゼンチン,炭酸リチウムの生産に取り組むスイスの会社,NYSE,○
LAUR,ロレッテ　エデュケーション,高等教育サービスを提供する米国の会社,NASDAQ,○
LAW,ＣＳ　ディスコ,法務関連ソリューションを扱う米国のソフトウェア会社,NYSE,○
LC,レンディング　クラブ,米国のオンライン金融サービス会社,NYSE,○
LCID,ルーシッド　グループ,米国の電気自動車メーカー,NASDAQ,○
LCII,ＬＣＩ　インダストリーズ,米国の自動車部品・建築用部品メーカー,NYSE,○
LCUT,ライフタイム　ブランズ,米国の家庭用品メーカー,NASDAQ,
LDOS,レイドス　ホールディングス,米国の科学・エンジニアリング・情報技術持株会社,NYSE,○
LEA,リア,米国の自動車部品・配電システムメーカー,NYSE,○
LECO,リンカーン　エレクトリック　ホールディングス,米国の溶接・切断・ろう付け製品総合メーカー,NASDAQ,○
LEG,レゲット　＆　プラット,米国のエンジニアリング部品・製品メーカー,NYSE,○
LEN,レナー　Ａ,米国の住宅建設会社,NYSE,○
LEU,セントラス　エナジー,米国のエネルギー関連サービス会社,NYSE,○
LEVI,リーバイ　ストラウス,ジーンズを主流とする衣料品を扱う米国のメーカー,NYSE,○
LFUS,リテルヒューズ,米国の産業技術製造会社,NASDAQ,○
LFWD,ライフワード,米国の医療機器メーカー,NASDAQ,
LGL,ＬＧＬ　グループ,産業用電子機器製造などに従事する米国の持株会社,NYSE American,○
LGND,リガンド　ファーマシューティカルズ,米国のバイオ医薬品会社,NASDAQ,○
LH,ラブコープ　ホールディングス,米国の医療検査サービス会社,NYSE,○
LHX,Ｌ３ハリステクノロジーズ,米国の航空宇宙・防衛テクノロジー企業,NYSE,○
LII,レノックス　インターナショナル,空調設備を製造する米国の会社,NYSE,○
LILAK,リバティ　ラテン　アメリカ,バミューダ諸島の電気通信会社,NASDAQ,○
LIN,リンデ,産業用ガス生産・処理サービスを提供する米国の会社,NASDAQ,○
LITE,ルメンタム　ホールディングス,光学・フォトニクス製品を設計・製造する米国の会社,NASDAQ,○
LIVN,リヴァノヴァ,英国の医療機器メーカー,NASDAQ,○
LKFN,レイクランド　ファイナンシャル,主にインディアナ州で業務を行う米国の銀行持株会社,NASDAQ,○
LKQ,ＬＫＱ,米国の自動車交換部品・関連製品販売会社,NASDAQ,○
LLY,イーライ　リリー,ヒト用医薬品を開発・製造・販売する米国の製薬会社,NYSE,○
LMAT,ルメイトレ　ヴァスキュラー,米国の医療機器メーカー,NASDAQ,○
LMND,レモネード,デジタル技術を活用した保険を提供する米国の会社,NYSE,○
LMT,ロッキード　マーチン,米国の航空宇宙・防衛技術企業,NYSE,○
LNC,リンカーン　ナショナル,米国の保険・退職金事業会社,NYSE,○
LNT,アライアント　エナジー,米国の公益事業サービス持株会社,NASDAQ,○
LNTH,ランセウス　ホールディングス,米国のバイオ医薬品会社,NASDAQ,○
LNWO,ライト　＆　ワンダー,米国のゲーム開発会社,OTC,
LOB,ライブ　オーク　バンクシェアズ,米国の銀行持株会社,NYSE,○
LOGC,コンテクストロジック　ホールディングス,マーケットプレイスサービスを提供する米国の会社,OTC,
LOGI,ロジテック　インターナショナル,ハードウェアソリューションを手掛けるスイスの会社,NASDAQ,○
LOPE,グランド　キャニオン　エデュケーション,米国の大学向け教育サービス会社,NASDAQ,○
LOW,ロウズ　カンパニーズ,ホームセンターを運営する米国の会社,NYSE,○
LPLA,ＬＰＬ　ファイナンシャル　ホールディングス,米国のブローカーディーラー・投資顧問会社,NASDAQ,○
CYPH,サイファーパンク　テクノロジーズ,癌治療法開発とデジタル資産運用戦略を推進する米国企業,NASDAQ,
LPX,ルイジアナ－パシフィック,建築用加工木材製品を開発・製造する米国の会社,NYSE,○
LQDT,リクイディティ　サービシズ,オンラインオークションサイトを運営する米国の会社,NASDAQ,○
LRCX,ラム　リサーチ,半導体のウェーハ製造装置を設計・製造する米国の会社,NASDAQ,○
LRMR,ラリマー　セラピューティクス,米国の臨床段階のバイオテクノロジー会社,NASDAQ,
LRN,ストライド,オンライン学習プラットフォームを提供する米国の会社,NYSE,○
LSCC,ラティス　セミコンダクター,半導体を扱う米国のメーカー,NASDAQ,○
LSPD,ライトスピード　コマース,POS・決済プラットフォームを提供するカナダの会社,NYSE,○
LSTR,ランドスター　システム,米国の輸送・物流サービス会社,NASDAQ,○
LTCH,ラッチ,エンタープライズテクノロジーに取り組む米国の会社,OTC,
LTRX,ラントロニクス,エッジAI・産業用IoTソリューションに携わる米国企業,NASDAQ,○
LUCD,ルシード　ダイアグノスティクス,米国の商業段階の医療診断技術会社,NASDAQ,
LULU,ルルレモン　アスレティカ,スポーツアパレル製品を販売するカナダの会社,NASDAQ,○
LUMN,ルーメン　テクノロジーズ,デジタルネットワークサービスを提供する米国の会社,NYSE,○
LUV,サウスウエスト　エアラインズ,米国の国内・近隣諸国向け旅客航空会社,NYSE,○
LVS,ラスベガス　サンズ,米国の統合型リゾート開発・運営会社,NYSE,○
LW,ラム　ウェストン　ホールディングス,冷凍ポテト製品を製造・販売する米国の会社,NYSE,○
LWLG,ライトウェーブ　ロジック,米国のテクノロジープラットフォーム会社,NASDAQ,
LXU,ＬＳＢ　インダストリーズ,米国の化学製品メーカー,NYSE,○
LYB,ライオンデルバセル　インダストリーズ,英国の化学品メーカー,NYSE,○
LYFT,リフト,米国のライドシェアリングサービス会社,NASDAQ,○
LYV,ライブ　ネイション　エンターテインメント,米国のライブエンターテインメント会社,NYSE,○
LZB,レイジーボーイ,米国の住宅用家具メーカー,NYSE,○
M,メーシーズ,米国の大手百貨店,NYSE,○
MA,マスターカード,米国の決済サービス会社,NYSE,○
MAGN,マグネラ,米国の複合繊維・不織布メーカー,NYSE,○
MAN,マンパワーグループ,人材派遣と正社員採用を支援する米国の就職支援会社,NYSE,○
MANH,マンハッタン　アソシエイツ,米国のサプライチェーン向けITサービス会社,NASDAQ,○
MANU,マンチェスター　ユナイテッド,英国のプロサッカーチーム法人組織,NYSE,○
MAR,マリオット　インターナショナル　Ａ,米国のホテルチェーン運営会社,NASDAQ,○
MARA,マラ　ホールディングス,デジタルエネルギーインフラを手掛ける米国の会社,NASDAQ,○
MAS,マスコ,米国の住宅・建築用品メーカー,NYSE,○
MASI,マシモ,医療技術とサービスを提供する米国の会社,NASDAQ,○
MAT,マテル,米国の玩具と家族向けエンターテインメント会社,NASDAQ,○
MATV,マティヴ　ホールディングス,米国の特殊素材メーカー,NYSE,○
MATW,マシューズ　インターナショナル,記念品・産業技術事業に携わる米国の会社,NASDAQ,○
MATX,マトソン,海上輸送および物流サービスを提供する米国の海運会社,NYSE,○
MAX,メディアアルファ,保険仲介のプラットフォームを提供する米国の会社,NYSE,○
MBC,マスターブランド,米国の住宅用家具メーカー,NYSE,○
MBUU,マリブ　ボーツ,米国のレクリエーション用パワーボートメーカー,NASDAQ,○
MC,モーリス,米国の独立系投資銀行,NYSE,○
MCB,メトロポリタン　バンク　ホールディング,米国の銀行持株会社,NYSE,○
MCBS,メトロシティ　バンクシェアズ,米国の銀行持株会社,NASDAQ,○
MCD,マクドナルド,ファーストフードレストランを展開する米国の会社,NYSE,○
MCHP,マイクロチップ　テクノロジー,米国の半導体製品メーカー,NASDAQ,○
MCHX,マーチェックス,AIと会話型インテリジェンスを提供する米国の会社,NASDAQ,
MCK,マケッソン,ヘルスケアサービスを提供する米国の会社,NYSE,○
MCO,ムーディーズ,米国の信用格付け会社,NYSE,○
MCOM,マイクロモビリティドットコム,シェア型マイクロモビリティを提供する米国の会社,OTC,
MCRI,モナーク　カジノ　＆　リゾート,カジノ娯楽施設を運営する米国の会社,NASDAQ,○
MCY,マーキュリー　ゼネラル,米国の保険持株会社,NYSE,○
MDB,モンゴＤＢ,開発者向けデータプラットフォームを提供する米国の会社,NASDAQ,○
MDGL,マドリガル　ファーマシューティカルズ,米国のバイオ医薬品会社,NASDAQ,○
MDIA,メディアコ　ホールディング,ラジオ局を所有・運営する米国のマルチメディア会社,NASDAQ,
MDLZ,モンダリーズ　インターナショナル,米国のスナック菓子・飲料メーカー,NASDAQ,○
MDT,メドトロニック,アイルランドのヘルスケアテクノロジー企業,NYSE,○
MDU,ＭＤＵ　リソーシズ　グループ,米国のエネルギー供給サービス会社,NYSE,○
MED,メディファスト,健康・ウェルネス関連製品・サービスに携わる米国の会社,NYSE,○
MEDP,メッドペース　ホールディングス,米国の医薬品開発業務受託機関(CRO),NASDAQ,○
MEG,モントローズ　エンバイロメンタル　グループ,環境サービスを提供する米国の会社,NYSE,○
MEI,メソッド　エレクトロニクス,米国のメカトロニクス製品メーカー,NYSE,○
MELI,メルカドリブレ,ウルグアイのオンライン商取引会社,NASDAQ,○
RJET,リパブリック　エアウェイズ　ホールディングス,北米・中米に就航する米国の航空会社,NASDAQ,
MET,メットライフ,米国の金融サービス会社,NYSE,○
META,メタ　プラットフォームズ,Facebook運営・メタバース開発に取り組む米国のIT企業,NASDAQ,○
METC,ラマコ　リソーシズ　Ａ,冶金用石炭とレアアースを開発する米国の会社,NASDAQ,○
METCB,ラマコ　リソーシズ　Ｂ,冶金用石炭とレアアースを開発する米国の会社,NASDAQ,○
MFC,マニュライフ　ファイナンシャル,カナダの金融サービス会社,NYSE,○
MGA,マグナ　インターナショナル,カナダの自動車部品メーカー,NYSE,○
MGEE,ＭＧＥ　エナジー,エネルギー関連サービスを提供する米国の公益事業会社,NASDAQ,○
MGM,ＭＧＭ　リゾーツ　インターナショナル,米国のゲーミング・エンターテインメント会社,NYSE,○
MGPI,ＭＧＰ　イングリディエンツ,蒸留酒を製造販売する米国の会社,NASDAQ,○
MGY,マグノリア　オイル　＆　ガス,原油・天然ガス事業を行う米国の会社,NYSE,○
MHH,マステック　デジタル,米国のITサービス会社,NYSE American,○
MHK,モホーク　インダストリーズ,米国のフローリング製造会社,NYSE,○
MIAX,マイアミ　インターナショナル　ホールディングス,規制対象金融市場の構築と運営に従事する米国の会社,NYSE,○
MIDD,ミドルバイ,米国の厨房機器メーカー,NASDAQ,○
MIRM,ミラム　ファーマシューティカルズ,米国のバイオ医薬品会社,NASDAQ,○
MKC,マコーミック　議決権なし,米国のスパイスメーカー,NYSE,○
MKL,マーケル　グループ,米国のスペシャルティ保険サービス会社,NYSE,○
MKSI,ＭＫＳ,米国の産業機器メーカー,NASDAQ,○
MKTX,マーケットアクセス　ホールディングス,電子証券取引プラットフォームを運営する米国の会社,NASDAQ,○
MLAB,メサ　ラボラトリーズ,ライフサイエンスツール・品質管理製品を扱う米国企業,NASDAQ,○
MLI,ミューラー　インダストリーズ,銅・真鍮製品などを扱う米国のメーカー,NYSE,○
MLKN,ミラーノル,オフィス用・家庭用家具を製造・販売する米国の会社,NASDAQ,○
MLM,マーチン　マリエッタ　マテリアルズ,天然資源ベースの建築資材を供給する米国の会社,NYSE,○
MRSH,マーシュ,保険仲介・リスク管理サービスを提供する米国の会社,NYSE,○
MMM,３Ｍ,多分野に革新的な製品・サービスを提供する米国の会社,NYSE,○
MMS,マキシマス,政府機関向けテクノロジーサービスを提供する米国企業,NYSE,○
MMSI,メリット　メディカル　システムズ,米国の医療機器メーカー,NASDAQ,○
MMYT,メイクマイトリップ,オンライン旅行サービスを提供するインドの会社,NASDAQ,○
MNDY,マンデイ　ドットコム,業務管理ソフトを提供するイスラエルの会社,NASDAQ,○
MNRO,モンロ,自動車整備と部品販売を行う米国の会社,NASDAQ,○
MNST,モンスター　ビバレッジ,米国のエナジードリンクメーカー,NASDAQ,○
MNTK,モントーク　リニューアブルス,再生可能エネルギー事業に取り組む米国の会社,NASDAQ,
MO,アルトリア　グループ,タバコの製造・販売を行う米国の持株会社,NYSE,○
CALY,キャロウェイ　ゴルフ,米国のゴルフ用品メーカー,NYSE,○
MOH,モリーナ　ヘルスケア,マネージドヘルスケアサービスを提供する米国の会社,NYSE,○
MORN,モーニングスター,米国の投資情報サービス会社,NASDAQ,○
MOS,モザイク,米国の作物用栄養剤・動物用飼料原料メーカー,NYSE,○
MOV,モバード　グループ,米国の時計メーカー,NYSE,○
MP,ＭＰ　マテリアルズ,レアアースの採掘・加工施設を運営する米国の会社,NYSE,○
MPC,マラソン　ペトロレアム,原油精製・精油販売を行う米国の石油卸売会社,NYSE,○
MPTI,Ｍ－トロン　インダストリーズ,周波数・スペクトル制御製品を設計・製造する米国企業,NYSE,○
MPU,メガ　マトリックス,シンガポールのFlexTVプラットフォーム運営会社,NYSE American,
MPWR,モノリシック　パワー　システムズ,米国の半導体関連向け精密機器ファブレス企業,NASDAQ,○
MQ,マルケタ,クラウドベースの決済インフラを提供する米国の会社,NASDAQ,
MRCY,マーキュリー　システムズ,米国の処理システムメーカー,NASDAQ,○
MRK,メルク,医薬品やワクチンを開発・提供する米国の会社,NYSE,○
MRNA,モデルナ,米国のバイオテクノロジー会社,NASDAQ,○
MRP,ミルローズ　プロパティーズ,土地開発活動に資金を提供する米国の不動産会社,NYSE,○
MRVI,マラバイ　ライフサイエンシズ　ホールデイングス,バイオ医薬品開発を推進する製品を提供する米国の会社,NASDAQ,
MRVL,マーベル　テクノロジー,米国のファブレス半導体サプライヤー,NASDAQ,○
MS,モルガン　スタンレー,米国の金融持株会社,NYSE,○
MSCI,ＭＳＣＩ,投資判断ツールとサービスを提供する米国の会社,NYSE,○
MSEX,ミドルセックス　ウォーター,上下水道サービスを提供する米国の水道会社,NASDAQ,○
MSFT,マイクロソフト,ソフトウェア・デバイスを開発・提供する米国のIT会社,NASDAQ,○
MSGE,マディソン　スクエア　ガーデン　エンターテインメント,米国のライブエンターテインメント会社,NYSE,○
MSGS,マディソン　スクエア　ガーデン　スポーツ,スポーツのプロフランチャイズチームを保有・運営する米国の企業,NYSE,○
MSI,モトローラ　ソリューションズ,通信ソフトとセキュリティ対策を提供する米国の会社,NYSE,○
MSM,ＭＳＣ　インダストリアル　ダイレクト,金属加工・修理製品とサービスを提供する米国の会社,NYSE,○
MSTR,ストラテジー,米国のビットコイン事業会社,NASDAQ,○
MTB,Ｍ＆Ｔ　バンク,米国の銀行持株会社,NYSE,○
MTCH,マッチ　グループ,出会い系サイトを運営する米国の会社,NASDAQ,○
MTD,メトラートレド　インターナショナル,米国の精密機器メーカー,NYSE,○
MTDR,マタドール　リソーシズ,米国のエネルギー会社,NYSE,○
MTEX,マナテック,ウェルネスソリューションを提供する米国の会社,NASDAQ,○
MTN,ベイル　リゾーツ,山岳リゾートとスキー場を運営する米国の会社,NYSE,○
MTSI,ＭＡＣＯＭ　テクノロジー　ソリューションズ　ホールディングス,半導体・電子通信機器を扱う米国のメーカー,NASDAQ,○
MTUS,メタルス,高性能特殊金属を製造する米国の会社,NYSE,○
MTVA,メタヴィア,米国の臨床段階のバイオテクノロジー会社,NASDAQ,
MTZ,マステック,米国のインフラ建設会社,NYSE,○
MU,マイクロン　テクノロジー,メモリ・ストレージ製品を扱う米国の半導体メーカー,NASDAQ,○
MUR,マーフィー　オイル,石油・天然ガスの探鉱・生産を行う米国の持株会社,NYSE,○
MUSA,マーフィー　ＵＳＡ,米国のガソリンスタンド運営会社,NYSE,○
MWA,ミューラー　ウォーター　プロダクツ,米国の水道部品メーカー,NYSE,○
MXL,マックスリニア,米国のファブレス集積回路設計会社,NASDAQ,○
MYE,マイヤーズ　インダストリーズ,持続可能なプラスチック・金属製品を製造する米国企業,NYSE,○
MYO,マイオモ,米国の医療器具メーカー,NYSE American,
MYSE,マイセウム．ＡＩ,米国のソーシャルメディアテクノロジー会社,NASDAQ,
MZTI,マルツェッティ,米国の専門食品メーカー,NASDAQ,○
NABL,Ｎエイブル,企業のDXを支援するソフトウェアを提供する米国の会社,NYSE,○
FEED,エンビュー　メディカル,米国の医療技術会社,NASDAQ,
NATL,ＮＣＲ　アトレオス,米国の金融テクノロジー会社,NYSE,○
NAVI,ナビエント,教育金融・業務処理ソリューションを扱う米国の会社,NASDAQ,○
NBIS,ネビウス　グループ,AI関連技術・サービスを提供するオランダの会社,NASDAQ,○
NBIX,ニューロクライン　バイオサイエンシズ,神経科学に重点を置く米国のバイオ医薬品会社,NASDAQ,○
NCLH,ノルウェージャン　クルーズ　ライン　ホールディングス,米国のクルーズ会社,NYSE,○
NCNO,エヌシノ,金融機関向けのクラウドソフトを提供する米国の会社,NASDAQ,○
NDAQ,ナスダック,米国の証券取引所運営会社,NASDAQ,○
NDSN,ノードソン,米国の精密技術会社,NASDAQ,○
NEE,ネクステラ　エナジー,米国の電力・エネルギーインフラ企業,NYSE,○
NEGG,ニューエッグ　コマース,米国のテクノロジー製品分野のeコマース運営会社,NASDAQ,○
NEM,ニューモント,鉱山事業および金の生産・販売を行う米国の会社,NYSE,○
NEOG,ネオジェン,動物・食品安全関連製品とサービスを提供する米国企業,NASDAQ,○
NEON,ネオノード,光学センシング技術を手掛けるスウェーデンの会社,NASDAQ,
NET,クラウドフレア,接続クラウドを提供する米国の会社,NYSE,○
NFE,ニュー　フォートレス　エナジー,米国の液化天然ガス供給会社,NASDAQ,
NFG,ナショナル　フュエル　ガス,天然ガスの探査・生産を手掛ける米国のエネルギー会社,NYSE,○
NFLX,ネットフリックス,米国のエンターテインメントサービス会社,NASDAQ,○
NGVT,インジェビティ,米国の機能性材料・化学品メーカー,NYSE,○
NI,ナイソース,天然ガス・電気を供給する米国の公益事業会社,NYSE,○
NJR,ニュージャージー　リソーシズ,米国の天然ガス・クリーンエネルギーサービス持株会社,NYSE,○
NKE,ナイキ,スポーツ用品・アパレルを開発・提供する米国の会社,NYSE,○
NKTR,ネクター　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
NMIH,ＮＭＩ　ホールディングス,米国のモーゲージ保険会社,NASDAQ,○
NMTRQ,９　メーターズ　バイオファーマ,米国の臨床段階のバイオ医薬品会社,OTC,
NNVC,ナノビリサイズ,米国の臨床段階のバイオ医薬品会社,NYSE American,
NOC,ノースロップ　グラマン,米国の航空宇宙・防衛技術会社,NYSE,○
NOTV,イノティヴ,創薬・開発サービスを提供する米国の会社,NASDAQ,
NOV,エヌオーブイ,石油・ガスの掘削・生産機器を提供する米国の会社,NYSE,○
NOW,サービスナウ,ビジネス向けAIプラットフォームを提供する米国の会社,NYSE,○
NRDE,ニューライド,商用小型電気自動車の開発・商業化に取り組む米国の会社,OTC,
NRG,ＮＲＧ　エナジー,米国の電力・エネルギー会社,NYSE,○
NRIX,ニューリックス　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
NSC,ノーフォーク　サザン,米国の鉄道貨物輸送会社,NYSE,○
NSIT,インサイト　エンタープライゼス,米国のITサービス会社,NASDAQ,○
NSP,インスペリティー,中小企業向けに人事サービスを提供する米国の企業,NYSE,○
NSSC,ナプコ　セキュリティ　テクノロジーズ,米国のハイテク電子セキュリティ機器メーカー,NASDAQ,○
NTAP,ネットアップ,米国のデータインフラ企業,NASDAQ,○
NTB,バンク　オブ　Ｎ．Ｔ．　バターフィールド　＆　サン,バミューダ諸島の銀行・資産管理持株会社,NYSE,○
NTCT,ネットスカウト　システムズ,サイバーセキュリティソリューションに携わる米国企業,NASDAQ,○
NTLA,インテリア　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
NTNX,ニュータニックス,企業向けクラウドプラットフォームを提供する米国の会社,NASDAQ,○
NTR,ニュートリエン,化学肥料を製造するカナダの会社,NYSE,○
NTRA,ナテラ,遺伝子検査・診断技術を提供する米国の会社,NASDAQ,○
NTRS,ノーザン　トラスト,米国の金融持株会社,NASDAQ,○
NUE,ニューコア,米国の鉄鋼メーカー,NYSE,○
NUS,ニュー　スキン　エンタープライズ,美容・健康関連商品を開発・提供する米国の会社,NYSE,○
NUVL,ニューバレント,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
NVAX,ノババックス,米国のバイオテクノロジー会社,NASDAQ,○
NVCR,ノボキュア,英国の医療機器メーカー,NASDAQ,○
NVDA,エヌビディア,米国の半導体ファブレス企業,NASDAQ,○
NVMI,ノヴァ,高性能計測ソリューションを提供するイスラエルの会社,NASDAQ,○
NVR,ＮＶＲ,米国の住宅建設会社,NYSE,○
NVST,エンビスタ　ホールディングス,歯科向けソリューションを開発・製造する米国の会社,NYSE,○
NVT,エヌベント　エレクトリック,電気機器の接続・保護製品を扱う英国のメーカー,NYSE,○
NWBI,ノースウエスト　バンクシェアーズ,米国の銀行持株会社,NASDAQ,○
NWE,ノースウェスタン　エナジー　グループ,エネルギー関連公益事業を営む米国の持株会社,NASDAQ,○
NWL,ニューウェル　ブランズ,米国の消費財メーカー,NASDAQ,
NWN,ノースウエスト　ナチュラル　ホールディング,天然ガス供給に携わる米国の公益事業持株会社,NYSE,○
NWS,ニューズ　コーポレーション,米国の総合メディア・情報サービス会社,NASDAQ,○
NWSA,ニューズ　コーポレーション　Ａ,米国の総合メディア・情報サービス会社,NASDAQ,○
NX,クアネックス　ビルディング　プロダクツ,建築部材を扱う米国のメーカー,NYSE,○
NXPI,ＮＸＰ　セミコンダクターズ,オランダの半導体メーカー,NASDAQ,○
NXST,ネクスター　メディア　グループ,米国の放送事業・デジタルメディア事業会社,NASDAQ,○
NXT,ネクストパワー,太陽光発電ソリューションを提供する米国の会社,NASDAQ,○
NYMXF,ナイモックス　ファーマシューティカル,カナダのバイオ医薬品会社,OTC,
NYT,ニューヨーク　タイムズ,米国の多角的なメディア企業,NYSE,○
OABI,オムニアブ,創薬研究技術を提供する米国の会社,NASDAQ,
OC,オーウェンス　コーニング,米国の建築資材メーカー,NYSE,○
ORBS,エイトコ　ホールディングス,戦略的なテクノロジーの買収・管理を行う米国の会社,NASDAQ,
ODFL,オールド　ドミニオン　フレイト　ライン,小口貨物輸送を中核とする米国の運送会社,NASDAQ,○
OFG,ＯＦＧ　バンコープ,主にプエルトリコで業務を行う金融持株会社,NYSE,○
OFIX,オーソフィックス　メディカル,米国の医療機器メーカー,NASDAQ,○
OGE,ＯＧＥ　エナジー,電気事業を展開する米国の持株会社,NYSE,○
OGN,オルガノン,ウィメンズヘルス領域を主力とする米国の製薬会社,NYSE,○
OGS,ＯＮＥ　ガス,米国の天然ガス配給公益企業,NYSE,○
OKE,ワンオーク,天然ガスの中流事業を担う米国の会社,NYSE,○
OKTA,オクタ,米国のアイデンティティクラウド開発・提供会社,NASDAQ,○
OLED,ユニバーサル　ディスプレイ,有機発光ダイオード技術の開発を行う米国の会社,NASDAQ,○
OLLI,オリーズ　バーゲン　アウトレット　ホールディングス,低価格帯の小売チェーンを展開する米国の会社,NASDAQ,○
OLN,オーリン,化学製品・弾薬の製造・販売を行う米国の会社,NYSE,○
